"1x2nA01-i2","1.10.10.60","Homeodomain-like","1x2nA01"
"4akrA01-i1","1.20.1290.20","","4akrA01"
"4s21B01-i2","3.30.450.40","","4s21B01"
"4iwwA00-i2","3.20.20.70","Aldolase class I","4iwwA00"
"3ugvA01-i2","3.30.390.10","Enolase-like, N-terminal domain","3ugvA01"
"2x4iA00-i1","3.40.50.11170","","2x4iA00"
"4dj3B02-i2","3.30.450.20","","4dj3B02"
"2z0oA01-i2","1.20.1270.60","Arfaptin, Rac-binding fragment, chain A","2z0oA01"
"2jhnA03-i1","1.10.1670.10","Helix-hairpin-Helix base-excision DNA repair enzymes (C-terminal)","2jhnA03"
"4lixA01-i1","1.50.10.130","Isoprenoid Synthase - domain 1","4lixA01"
"2a4vA01-i2","3.40.30.10","Glutaredoxin","2a4vA01"
"2atpD00-i2","2.60.40.10","Immunoglobulins","2atpD00"
"4hd5A01-i1","2.60.40.3760","","4hd5A01"
"5e1hB00-i2","2.60.40.10","Immunoglobulins","5e1hB00"
"1fhgA00-i2","2.60.40.10","Immunoglobulins","1fhgA00"
"3wi7A00-i2","3.40.50.1820","","3wi7A00"
"3fo3A03-i1","1.20.140.10","Butyryl-CoA Dehydrogenase, subunit A, domain 3","3fo3A03"
"2w57A02-i2","3.30.1490.190","","2w57A02"
"4ac7B00-i1","2.10.150.10","Urease, beta-subunit","4ac7B00"
"2blfA01-i1","3.90.420.10","Sulfite Oxidase; Chain A, domain 2","2blfA01"
"1p1aA00-i2","3.10.20.90","Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1","1p1aA00"
"2qguA01-i1","3.10.450.50","","2qguA01"
"3o58d00-i1","2.20.25.30","","3o58d00"
"1qsmD00-i2","3.40.630.30","","1qsmD00"
"4p7oB00-i1","3.20.20.80","Glycosidases","4p7oB00"
"4rl1A02-i1","3.30.70.250","","4rl1A02"
"2gsdA02-i1","3.40.50.720","NAD(P)-binding Rossmann-like Domain","2gsdA02"
"1mjhB00-i2","3.40.50.620","HUPs","1mjhB00"
"2w57A01-i1","1.10.10.10","""winged helix"" repressor DNA binding domain","2w57A01"
"2gsdA01-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","2gsdA01"
"3qfuA02-i2","3.30.30.30","","3qfuA02"
"1nc5A00-i1","1.50.10.10","","1nc5A00"
"3qfuA01-i2","3.30.420.40","","3qfuA01"
"4x9kA00-i1","3.40.47.10","","4x9kA00"
"3h4mA02-i1","1.10.8.60","","3h4mA02"
"3ghgB02-i1","3.90.215.20","","3ghgB02"
"4b1bA00-i1","3.50.50.60","","4b1bA00"
"2ipiA01-i1","3.30.465.40","","2ipiA01"
"3vxsE01-i2","2.60.40.10","Immunoglobulins","3vxsE01"
"4c2uA03-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","4c2uA03"
"4lixA02-i1","1.50.10.160","","4lixA02"
"3hsuA01-i1","3.30.465.40","","3hsuA01"
"1mnuH01-i2","2.60.40.10","Immunoglobulins","1mnuH01"
"4jz6A01-i2","3.40.605.10","Aldehyde Dehydrogenase; Chain A, domain 1","4jz6A01"
"2lk2A01-i2","1.10.10.60","Homeodomain-like","2lk2A01"
"2kltA00-i1","2.60.40.2030","","2kltA00"
"4rl1A01-i1","3.40.366.10","Malonyl-Coenzyme A Acyl Carrier Protein, domain 2","4rl1A01"
"2cxhA01-i1","3.40.50.10480","Probable brix-domain ribosomal biogenesis protein","2cxhA01"
"4lvnC01-i2","2.60.40.10","Immunoglobulins","4lvnC01"
"1tu9A00-i2","1.10.490.10","Globins","1tu9A00"
"1rv0H01-i1","2.10.77.10","Hemagglutinin Chain A, Domain 2","1rv0H01"
"1vq8H00-i2","3.90.1170.10","","1vq8H00"
"2vooB01-i1","1.10.10.10","""winged helix"" repressor DNA binding domain","2vooB01"
"1dqgA00-i1","2.80.10.50","","1dqgA00"
"1g9gA03-i1","4.10.870.10","Endo-1,4-beta-glucanase f.  Domain 3","1g9gA03"
"4fcyB02-i1","1.10.10.60","Homeodomain-like","4fcyB02"
"1g6gB00-i2","2.60.200.20","","1g6gB00"
"4k3xA01-i2","2.10.77.10","Hemagglutinin Chain A, Domain 2","4k3xA01"
"1yr1A00-i1","3.40.50.10960","","1yr1A00"
"3d0kB00-i2","3.40.50.1820","","3d0kB00"
"1aunA00-i1","2.60.110.10","Thaumatin","1aunA00"
"5e9nA02-i2","2.60.40.420","Cupredoxins -  blue copper proteins","5e9nA02"
"3fpuB00-i2","2.40.50.40","","3fpuB00"
"1w7jB02-i2","1.10.238.10","EF-hand","1w7jB02"
"2nvmB00-i1","3.30.310.110","XisI-like","2nvmB00"
"3vjmA02-i2","3.40.50.1820","","3vjmA02"
"4d02A01-i1","3.60.15.10","Metallo-beta-lactamase, chain A","4d02A01"
"2ipiA02-i1","3.40.462.20","","2ipiA02"
"3ghgB01-i2","1.20.5.50","","3ghgB01"
"1pov100-i2","2.60.120.20","","1pov100"
"1wejH01-i2","2.60.40.10","Immunoglobulins","1wejH01"
"1mt1L00-i1","3.50.20.10","Pyruvoyl-Dependent Histidine Decarboxylase, subunit B","1mt1L00"
"4gvoA01-i2","3.40.190.10","Periplasmic binding protein-like II","4gvoA01"
"4c2uA04-i1","1.10.486.10","PCRA; domain 4","4c2uA04"
"3r7wB01-i1","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","3r7wB01"
"3al0A00-i1","3.90.1300.10","Amidase signature (AS) enzymes","3al0A00"
"2lf6A00-i1","1.20.1280.220","","2lf6A00"
"3zidB00-i1","3.40.50.1440","","3zidB00"
"4f0aA00-i2","1.10.2000.10","Frizzled cysteine-rich domain","4f0aA00"
"1t8fA00-i2","1.10.530.40","","1t8fA00"
"2yo2A03-i1","1.20.5.170","","2yo2A03"
"4ggfA00-i2","1.10.238.10","EF-hand","4ggfA00"
"3fo3A02-i1","1.10.1130.10","Flavocytochrome C3; Chain A","3fo3A02"
"1zh5A01-i1","1.10.10.10","""winged helix"" repressor DNA binding domain","1zh5A01"
"1wwzA00-i2","3.40.630.30","","1wwzA00"
"3zdmA00-i1","1.20.5.420","Immunoglobulin FC, subunit C","3zdmA00"
"3klyD00-i1","1.20.1080.10","Glycerol uptake facilitator protein.","3klyD00"
"4c2uA01-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","4c2uA01"
"4e8dA03-i1","2.60.120.260","Galactose-binding domain-like","4e8dA03"
"4c2uA02-i2","1.10.10.160","","4c2uA02"
"4b6wA00-i2","3.10.20.90","Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1","4b6wA00"
"5e9nA03-i2","2.60.40.420","Cupredoxins -  blue copper proteins","5e9nA03"
"5afbA01-i1","2.60.120.740","","5afbA01"
"3szvA01-i1","2.40.160.10","Porin","3szvA01"
"4ju5A01-i1","3.40.30.10","Glutaredoxin","4ju5A01"
"2hntC00-i2","2.40.10.10","Trypsin-like serine proteases","2hntC00"
"2ce7A01-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","2ce7A01"
"2yo2A01-i1","1.20.5.170","","2yo2A01"
"4zzpA00-i1","2.70.100.10","1,4-Beta-D-Glucan Cellobiohydrolase I, subunit A","4zzpA00"
"3qfuA04-i1","3.90.640.10","Actin; Chain A, domain 4","3qfuA04"
"4e8dA02-i1","2.60.120.260","Galactose-binding domain-like","4e8dA02"
"4ap9A01-i2","3.40.50.1000","","4ap9A01"
"2blfA02-i1","2.60.40.650","","2blfA02"
"4hiqA00-i1","2.60.40.180","","4hiqA00"
"1qxyA00-i1","3.90.230.10","Creatinase/methionine aminopeptidase superfamily","1qxyA00"
"4lixA03-i2","1.10.600.10","Farnesyl Diphosphate Synthase","4lixA03"
"4e8dA01-i2","3.20.20.80","Glycosidases","4e8dA01"
"1b7yA00-i2","3.30.930.10","Bira Bifunctional Protein; Domain 2","1b7yA00"
"3laaA00-i2","2.150.10.10","beta-Roll","3laaA00"
"2djnA01-i2","1.10.10.60","Homeodomain-like","2djnA01"
"4yorB00-i1","3.30.420.440","","4yorB00"
"3ivsA01-i1","3.20.20.70","Aldolase class I","3ivsA01"
"2zodA02-i2","3.90.650.10","Phosphoribosyl-aminoimidazole Synthetase; Chain A, domain 2","2zodA02"
"3hdkB00-i2","2.40.70.10","Acid Proteases","3hdkB00"
"3hzbC00-i2","2.60.20.10","Crystallins","3hzbC00"
"4cgrB00-i1","1.10.357.10","Tetracycline Repressor, domain 2","4cgrB00"
"1a6sA00-i1","1.10.150.90","","1a6sA00"
"4ex4A03-i2","1.20.1220.12","","4ex4A03"
"1rzlA00-i1","1.10.110.10","Plant lipid-transfer and hydrophobic proteins","1rzlA00"
"2ciuA00-i1","3.10.450.320","","2ciuA00"
"5d1zA01-i2","2.60.40.10","Immunoglobulins","5d1zA01"
"1ouvA00-i2","1.25.40.10","","1ouvA00"
"2pbpA01-i1","3.90.226.10","2-enoyl-CoA Hydratase; Chain A, domain 1","2pbpA01"
"4z3tB01-i1","2.60.40.1980","","4z3tB01"
"4dleA01-i2","3.30.420.10","","4dleA01"
"2j5vB01-i2","3.40.1160.10","","2j5vB01"
"1yyaA00-i1","3.20.20.70","Aldolase class I","1yyaA00"
"1rb9A00-i1","2.20.28.10","","1rb9A00"
"2itbB00-i2","1.20.1260.10","","2itbB00"
"3kgyA00-i2","3.40.430.10","Dihydrofolate Reductase, subunit A","3kgyA00"
"3kj6A00-i1","1.20.1070.10","Rhopdopsin 7-helix transmembrane proteins","3kj6A00"
"1qr0A02-i2","3.90.470.20","4'-phosphopantetheinyl transferase","1qr0A02"
"3ecqA02-i1","2.70.98.10","","3ecqA02"
"2k5sA00-i1","1.20.1280.40","","2k5sA00"
"3n1uA00-i2","3.40.50.1000","","3n1uA00"
"2va8A04-i1","1.10.150.20","5' to 3' exonuclease, C-terminal subdomain","2va8A04"
"2cy8A01-i2","3.90.1150.10","Aspartate Aminotransferase, domain 1","2cy8A01"
"1vbwA00-i1","3.30.10.10","Trypsin Inhibitor V, subunit A","1vbwA00"
"1sjwA00-i2","3.10.450.50","","1sjwA00"
"5ldqA00-i2","3.90.1140.10","","5ldqA00"
"5hxaA01-i1","3.40.50.2000","Glycogen Phosphorylase B;","5hxaA01"
"3qocA00-i2","3.40.350.10","Creatinase/prolidase N-terminal domain","3qocA00"
"3sb4A01-i1","3.80.10.10","Ribonuclease Inhibitor","3sb4A01"
"3grpD00-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","3grpD00"
"1aqcA00-i2","2.30.29.30","Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)","1aqcA00"
"1t3cA00-i1","3.90.1240.10","Metalloproteases (""zincins""), catalytic domain like","1t3cA00"
"3ecqA06-i1","2.60.120.260","Galactose-binding domain-like","3ecqA06"
"1y44A00-i2","3.60.15.10","Metallo-beta-lactamase, chain A","1y44A00"
"1arbA01-i1","2.40.10.10","Trypsin-like serine proteases","1arbA01"
"2p6rA01-i1","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","2p6rA01"
"1owsB00-i1","1.20.90.10","Phospholipase A2","1owsB00"
"3ecqA04-i1","2.60.40.1180","Golgi alpha-mannosidase II","3ecqA04"
"4nxtA01-i1","1.10.1410.40","","4nxtA01"
"2p6rA03-i1","1.10.3380.30","","2p6rA03"
"4dleA03-i1","3.30.70.370","","4dleA03"
"4aayA02-i2","3.40.50.740","","4aayA02"
"2knyA00-i1","4.10.400.10","Low-density Lipoprotein Receptor","2knyA00"
"2va8A01-i1","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","2va8A01"
"2e39A01-i2","1.10.520.10","","2e39A01"
"2i9iA00-i1","3.30.160.180","Putative neuraminyllactose-binding hemagglutinin homolog like domain","2i9iA00"
"4icgD00-i1","1.20.1280.40","","4icgD00"
"2fg5A00-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","2fg5A00"
"3n91A02-i1","2.40.128.420","","3n91A02"
"2z3yA01-i1","1.10.10.10","""winged helix"" repressor DNA binding domain","2z3yA01"
"4g3yL01-i2","2.60.40.10","Immunoglobulins","4g3yL01"
"2cy8A02-i2","3.40.640.10","Type I PLP-dependent aspartate aminotransferase-like (Major domain)","2cy8A02"
"2e39A02-i1","1.10.420.10","Peroxidase, domain 2","2e39A02"
"3heiA00-i1","2.60.120.260","Galactose-binding domain-like","3heiA00"
"5hxaA02-i2","3.40.50.2000","Glycogen Phosphorylase B;","5hxaA02"
"2kk4A00-i1","2.30.30.580","","2kk4A00"
"2e1nA00-i1","1.10.10.10","""winged helix"" repressor DNA binding domain","2e1nA00"
"2va8A03-i1","1.10.3380.30","","2va8A03"
"1c52A00-i1","1.10.760.10","Cytochrome c","1c52A00"
"4jimA03-i1","3.10.410.10","Formyltetrahydrofolate synthetase, domain 3","4jimA03"
"2r0cA03-i2","3.40.30.120","","2r0cA03"
"3v2bA00-i2","3.40.220.10","Leucine Aminopeptidase, subunit E, domain 1","3v2bA00"
"5dz7A01-i2","3.40.366.10","Malonyl-Coenzyme A Acyl Carrier Protein, domain 2","5dz7A01"
"3eyrB00-i1","3.15.10.40","","3eyrB00"
"3i6dA02-i1","3.90.660.20","Protoporphyrinogen oxidase, mitochondrial; domain 2","3i6dA02"
"1cksB00-i1","3.30.170.10","Cell cycle regulatory proteins","1cksB00"
"1w53A00-i1","1.10.1240.30","KaiA/RbsU domain","1w53A00"
"3ecqA05-i2","2.60.120.260","Galactose-binding domain-like","3ecqA05"
"3ecqA03-i2","3.20.20.80","Glycosidases","3ecqA03"
"3h1dA01-i1","3.90.1750.10","Hect, E3 ligase catalytic domains","3h1dA01"
"2p6rA02-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","2p6rA02"
"2yt5A00-i2","3.30.40.10","Zinc/RING finger domain, C3HC4 (zinc finger)","2yt5A00"
"2xnkA02-i2","3.40.50.10190","","2xnkA02"
"1arbA02-i2","2.40.10.10","Trypsin-like serine proteases","1arbA02"
"1qr0A01-i2","3.90.470.20","4'-phosphopantetheinyl transferase","1qr0A01"
"3h1dA02-i1","3.30.2160.10","Hect, E3 ligase catalytic domain","3h1dA02"
"3wkyB03-i1","2.60.40.1520","E set domains","3wkyB03"
"4e9lA01-i2","2.60.40.10","Immunoglobulins","4e9lA01"
"4k8gA01-i2","3.30.390.10","Enolase-like, N-terminal domain","4k8gA01"
"3w15C00-i2","3.40.190.10","Periplasmic binding protein-like II","3w15C00"
"4adnA01-i1","1.20.1280.250","","4adnA01"
"1mm3A00-i2","3.30.40.10","Zinc/RING finger domain, C3HC4 (zinc finger)","1mm3A00"
"2p6rA04-i1","1.10.150.20","5' to 3' exonuclease, C-terminal subdomain","2p6rA04"
"4mhxA01-i1","3.40.720.10","Alkaline Phosphatase, subunit A","4mhxA01"
"3lqnA00-i1","3.10.580.10","CBS-domain","3lqnA00"
"2nq2A00-i1","1.10.3470.10","ABC transporter involved in vitamin B12 uptake, BtuC","2nq2A00"
"4apyA00-i2","1.10.630.10","Cytochrome p450","4apyA00"
"2wvgA01-i2","3.40.50.970","","2wvgA01"
"3kq4B04-i1","2.60.120.290","","3kq4B04"
"1a0hA02-i1","4.10.140.10","Epsilon-Thrombin, subunit L","1a0hA02"
"3f1xA02-i2","2.160.10.10","Hexapeptide repeat proteins","3f1xA02"
"4il1A02-i2","3.60.21.10","","4il1A02"
"3ba1A01-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","3ba1A01"
"3fljA00-i1","3.10.450.50","","3fljA00"
"1o0sA03-i1","3.40.50.10380","Aminoacid dehydrogenase-like, N-terminal domain. Chain A","1o0sA03"
"3s05C00-i1","2.40.155.10","Green Fluorescent Protein","3s05C00"
"3kyjB00-i2","3.40.50.2300","","3kyjB00"
"3lo0A00-i1","3.90.80.10","Inorganic Pyrophosphatase","3lo0A00"
"2dulA01-i2","3.40.50.150","Vaccinia Virus protein VP39","2dulA01"
"2lm0A01-i1","1.20.1270.290","","2lm0A01"
"3tr5A03-i1","3.30.70.3280","","3tr5A03"
"2p9jB00-i2","3.40.50.1000","","2p9jB00"
"4axoB00-i2","2.60.120.10","Jelly Rolls","4axoB00"
"3ouqA01-i2","3.90.10.10","Cytochrome C3","3ouqA01"
"4iheA00-i1","3.60.70.12","L-amino peptidase D-ALA esterase/amidase","4iheA00"
"4dm6B00-i1","1.10.565.10","Retinoid X Receptor","4dm6B00"
"2hzmA02-i1","2.20.140.20","","2hzmA02"
"3tscA00-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","3tscA00"
"4gniA02-i1","3.30.30.30","","4gniA02"
"2i0zA01-i1","3.50.50.60","","2i0zA01"
"2cvdA02-i2","1.20.1050.10","","2cvdA02"
"2zw2A00-i1","3.30.1280.10","","2zw2A00"
"4gniA03-i1","3.30.420.40","","4gniA03"
"1i0rA00-i2","2.30.110.10","Electron Transport, Fmn-binding Protein; Chain A","1i0rA00"
"2v5eB00-i2","2.10.90.10","Cystine-knot cytokines","2v5eB00"
"5tj3A01-i2","3.40.720.10","Alkaline Phosphatase, subunit A","5tj3A01"
"2cw8A03-i2","3.10.28.10","Homing endonucleases","2cw8A03"
"1uz8B01-i2","2.60.40.10","Immunoglobulins","1uz8B01"
"2cw8A02-i1","1.10.10.1010","","2cw8A02"
"3aq9A00-i2","1.10.490.10","Globins","3aq9A00"
"2cvdA01-i1","3.40.30.10","Glutaredoxin","2cvdA01"
"5jeaH01-i2","2.40.50.100","","5jeaH01"
"1wkiA01-i2","3.90.1170.10","","1wkiA01"
"2cw8A04-i1","3.30.1490.210","","2cw8A04"
"3rjsA00-i1","3.30.740.10","Protein Inhibitor Of Neuronal Nitric Oxide Synthase;","3rjsA00"
"1o0sA04-i1","3.40.50.720","NAD(P)-binding Rossmann-like Domain","1o0sA04"
"2cw8A01-i1","2.170.16.10","Hedgehog/intein (Hint) domain","2cw8A01"
"3aevA02-i1","1.10.150.190","Translation initiation factor 2; subunit 1; domain 2","3aevA02"
"1fseB00-i2","1.10.10.10","""winged helix"" repressor DNA binding domain","1fseB00"
"2i6tA02-i2","3.90.110.10","L-2-Hydroxyisocaproate Dehydrogenase, subunit A, domain 2","2i6tA02"
"2r0kH01-i2","2.60.40.10","Immunoglobulins","2r0kH01"
"5fhiA02-i1","1.20.1050.10","","5fhiA02"
"1o4yA00-i2","2.60.120.200","","1o4yA00"
"4aeeA01-i2","2.60.40.10","Immunoglobulins","4aeeA01"
"5fbzA01-i2","3.40.50.200","","5fbzA01"
"5j7kF00-i2","2.60.40.10","Immunoglobulins","5j7kF00"
"3sjnA02-i1","3.20.20.120","Enolase superfamily","3sjnA02"
"3i35A00-i1","2.30.30.40","SH3 Domains","3i35A00"
"3aevA01-i1","2.40.50.140","Nucleic acid-binding proteins","3aevA01"
"3keyA01-i1","1.10.10.1080","","3keyA01"
"2m2kA00-i2","3.30.1150.10","","2m2kA00"
"4e1lA02-i2","3.40.47.10","","4e1lA02"
"3f1xA01-i2","1.10.3130.10","serine acetyltransferase, domain 1","3f1xA01"
"2l97A01-i2","2.30.42.10","","2l97A01"
"4l8sC03-i2","2.60.40.10","Immunoglobulins","4l8sC03"
"2kveA00-i1","1.10.720.30","","2kveA00"
"1v9dA01-i1","1.20.58.630","","1v9dA01"
"3ok8A00-i1","1.20.1270.60","Arfaptin, Rac-binding fragment, chain A","3ok8A00"
"4kg7A00-i2","3.40.50.200","","4kg7A00"
"3k7cA00-i1","3.10.450.50","","3k7cA00"
"1sv5B02-i1","3.30.70.270","","1sv5B02"
"2vggB01-i1","3.40.1380.20","","2vggB01"
"1xfsA00-i2","3.30.530.20","","1xfsA00"
"2dryA00-i2","2.80.10.50","","2dryA00"
"1wrgA01-i2","1.20.5.250","","1wrgA01"
"5iq9A01-i2","2.60.40.10","Immunoglobulins","5iq9A01"
"3ba1A02-i1","3.40.50.720","NAD(P)-binding Rossmann-like Domain","3ba1A02"
"1o0sA02-i1","1.20.1370.30","","1o0sA02"
"4aeeA03-i1","3.20.20.80","Glycosidases","4aeeA03"
"3rqwA01-i2","2.70.170.10","","3rqwA01"
"3m7aA01-i1","2.60.120.1140","","3m7aA01"
"4dh2A00-i2","2.60.40.680","","4dh2A00"
"1ocsA00-i2","3.30.1520.10","PX domain","1ocsA00"
"4cfrA00-i2","1.10.238.10","EF-hand","4cfrA00"
"4q6jB00-i2","3.20.20.450","EAL domain-like","4q6jB00"
"2dulA02-i1","3.30.56.70","","2dulA02"
"3pmmA00-i1","1.50.10.10","","3pmmA00"
"5gmka00-i2","3.30.70.330","","5gmka00"
"3hrzC02-i1","2.60.40.690","Alpha-macroglobulin receptor domain","3hrzC02"
"1djrD00-i1","2.40.50.110","","1djrD00"
"1ng2A01-i1","2.30.30.40","SH3 Domains","1ng2A01"
"1ji7A00-i1","1.10.150.50","Transcription Factor, Ets-1","1ji7A00"
"1ng2A02-i2","2.30.30.40","SH3 Domains","1ng2A02"
"1p7oA00-i2","1.20.90.10","Phospholipase A2","1p7oA00"
"1owbA03-i1","1.10.230.10","Cytochrome P450-Terp, domain 2","1owbA03"
"2uxqB00-i1","3.40.718.10","Isopropylmalate Dehydrogenase","2uxqB00"
"2vz9A05-i2","3.40.50.150","Vaccinia Virus protein VP39","2vz9A05"
"3hrdA02-i1","3.30.365.10","Aldehyde Oxidoreductase; domain 4","3hrdA02"
"3keyA02-i1","1.10.10.1090","","3keyA02"
"3if5A02-i2","3.30.750.24","SpoIIaa-like","3if5A02"
"5cckH01-i2","2.60.40.10","Immunoglobulins","5cckH01"
"3liyA00-i2","2.40.70.10","Acid Proteases","3liyA00"
"3f6pA00-i2","3.40.50.2300","","3f6pA00"
"2kdlA00-i1","1.10.8.40","Albumin-binding domain","2kdlA00"
"4gniA04-i1","3.90.640.10","Actin; Chain A, domain 4","4gniA04"
"3ismC02-i2","1.25.40.240","C-terminal domain of Ku80","3ismC02"
"1sz2B01-i2","3.30.420.40","","1sz2B01"
"1f28A00-i1","3.30.572.10","Thymidylate Synthase, chain A","1f28A00"
"1h0zA00-i1","3.30.60.30","","1h0zA00"
"3nrsA02-i2","3.90.190.20","","3nrsA02"
"5j3pA00-i1","3.60.10.10","","5j3pA00"
"2r9rB03-i2","1.10.287.70","","2r9rB03"
"2cszA00-i1","3.30.40.10","Zinc/RING finger domain, C3HC4 (zinc finger)","2cszA00"
"3n70A00-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","3n70A00"
"1mqsA03-i2","3.90.830.10","Syntaxin Binding Protein 1; Chain A, domain 2","1mqsA03"
"1ee6A00-i1","2.160.20.10","Single-stranded right-handed beta-helix, Pectin lyase-like","1ee6A00"
"2qrdA00-i1","3.30.310.80","Kinase associated domain 1, KA1","2qrdA00"
"1t0tV01-i1","3.30.70.1030","Apc35880; domain 1","1t0tV01"
"3snpA03-i1","3.20.19.10","Aconitase, domain 4","3snpA03"
"4py2A03-i2","1.10.730.10","Isoleucyl-tRNA Synthetase; Domain 1","4py2A03"
"2yzcA00-i1","3.10.270.10","Urate Oxidase;","2yzcA00"
"3r9tC02-i1","1.10.12.10","Lyase 2-enoyl-coa Hydratase, Chain  A, domain 2","3r9tC02"
"5lrrF02-i2","1.10.10.10","""winged helix"" repressor DNA binding domain","5lrrF02"
"3mpxA02-i2","2.30.29.30","Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)","3mpxA02"
"4uuwB02-i1","3.30.70.2860","","4uuwB02"
"3us9A02-i1","2.60.40.2030","","3us9A02"
"4l7tA00-i2","1.25.40.390","","4l7tA00"
"1zi8A00-i2","3.40.50.1820","","1zi8A00"
"5gvqA01-i2","3.30.70.330","","5gvqA01"
"1mqsA02-i2","3.40.50.1910","","1mqsA02"
"2dqbB00-i1","1.10.3210.10","Hypothetical protein af1432","2dqbB00"
"1mqsA01-i1","3.40.50.2060","","1mqsA01"
"5iw9B00-i1","3.10.450.40","","5iw9B00"
"1twfA05-i1","1.10.274.100","","1twfA05"
"2yh9B00-i1","3.30.1450.10","","2yh9B00"
"3b5qA00-i1","3.40.720.10","Alkaline Phosphatase, subunit A","3b5qA00"
"4lnsA00-i2","3.30.930.10","Bira Bifunctional Protein; Domain 2","4lnsA00"
"1ml4A02-i2","3.40.50.1370","","1ml4A02"
"3nrsA01-i2","3.40.1190.10","","3nrsA01"
"2egeA00-i1","2.30.30.40","SH3 Domains","2egeA00"
"2y5nB00-i2","1.10.630.10","Cytochrome p450","2y5nB00"
"3vc1J00-i2","3.40.50.150","Vaccinia Virus protein VP39","3vc1J00"
"4r81C00-i2","3.40.50.360","","4r81C00"
"5m59D00-i2","3.40.140.10","Cytidine Deaminase, domain 2","5m59D00"
"3f3bA00-i1","2.40.10.370","","3f3bA00"
"3o58T01-i1","2.30.30.70","Myosin S1 fragment SH3-like barrel","3o58T01"
"5fd5A02-i2","3.30.1490.190","","5fd5A02"
"2rbdA01-i1","1.20.1260.10","","2rbdA01"
"4n7rB01-i1","3.30.460.30","","4n7rB01"
"3vkhA18-i1","1.20.1270.280","","3vkhA18"
"4py2A02-i1","2.170.220.10","","4py2A02"
"4webH01-i2","2.60.40.10","Immunoglobulins","4webH01"
"4qa9A00-i2","3.40.50.1820","","4qa9A00"
"2kl1A01-i2","2.30.42.10","","2kl1A01"
"2bayE00-i2","3.30.40.10","Zinc/RING finger domain, C3HC4 (zinc finger)","2bayE00"
"1ctfA00-i1","3.30.1390.10","","1ctfA00"
"1mtpA02-i2","2.30.39.10","Alpha-1-antitrypsin, domain 1","1mtpA02"
"2r8oB03-i2","3.40.50.920","","2r8oB03"
"4v2wA01-i1","2.60.120.650","Cupin","4v2wA01"
"3q0bX00-i1","2.30.280.30","","3q0bX00"
"3su6A02-i1","2.40.10.10","Trypsin-like serine proteases","3su6A02"
"5b3jH01-i2","2.60.40.10","Immunoglobulins","5b3jH01"
"2f9hA00-i1","2.40.33.40","PTSIIA/GutA-like","2f9hA00"
"3vwcA00-i1","2.80.10.50","","3vwcA00"
"1qnzH00-i2","2.60.40.10","Immunoglobulins","1qnzH00"
"2ecwA00-i2","3.30.40.10","Zinc/RING finger domain, C3HC4 (zinc finger)","2ecwA00"
"1h4pA00-i2","3.20.20.80","Glycosidases","1h4pA00"
"2xybA02-i2","2.60.40.420","Cupredoxins -  blue copper proteins","2xybA02"
"3ismC01-i2","1.25.40.240","C-terminal domain of Ku80","3ismC01"
"1hwuB00-i1","3.30.70.120","","1hwuB00"
"1pb7A02-i2","3.40.190.10","Periplasmic binding protein-like II","1pb7A02"
"2xybA01-i2","2.60.40.420","Cupredoxins -  blue copper proteins","2xybA01"
"1opzA00-i2","3.30.70.100","","1opzA00"
"3t6aA00-i2","1.10.840.10","Son of sevenless (Sos) protein Chain","3t6aA00"
"4yzwA03-i1","2.60.40.1520","E set domains","4yzwA03"
"4f3lA01-i2","4.10.280.10","HLH, helix-loop-helix DNA-binding domain","4f3lA01"
"1cf8L01-i2","2.60.40.10","Immunoglobulins","1cf8L01"
"3eybA00-i1","1.10.565.10","Retinoid X Receptor","3eybA00"
"3c9hA02-i2","3.40.190.10","Periplasmic binding protein-like II","3c9hA02"
"3h0gK00-i1","3.30.1360.10","","3h0gK00"
"4f3lA03-i2","3.30.450.20","","4f3lA03"
"1t0tV02-i1","3.30.70.1100","Apc35880; domain 2","1t0tV02"
"4orlA00-i1","3.10.450.50","","4orlA00"
"1mqsA04-i1","1.25.40.60","","1mqsA04"
"1mtpA01-i1","3.30.497.10","Antithrombin, subunit I, domain 2","1mtpA01"
"4v1av00-i1","1.20.58.1430","","4v1av00"
"5fd5A01-i1","1.10.10.10","""winged helix"" repressor DNA binding domain","5fd5A01"
"4cjmA00-i2","2.80.10.50","","4cjmA00"
"4yz0A00-i1","2.160.20.10","Single-stranded right-handed beta-helix, Pectin lyase-like","4yz0A00"
